New outlets created:
Row 1: URN=DCP/25/LO/002324, Name=ALL FOR GOD, Region=LO/OGUN
Row 1749: URN=DCP/19/LO/002165, Name=Alhaja Anuoluwapo, Region=LO
Row 1750: URN=DCP/19/LO/002166, Name=Ete Cement, Region=LO
Row 1751: URN=DCP/19/LO/002167, Name=Edun cement, Region=LO
Row 1752: URN=DCP/19/LO/002168, Name=To God be the glory cement, Region=LO
Row 1753: URN=DCP/19/LO/002169, Name=Ayelade global ventures, Region=LO
Row 1755: URN=DCP/19/LO/002176, Name=ADEWOLE CEMENT, Region=LO
Row 1756: URN=DCP/19/LO/002177, Name=ALHAJA AKANDE CEMENT, Region=LO
Row 1757: URN=DCP/19/LO/002178, Name=JIMI AZEEZ, Region=LO
Row 1759: URN=DCP/19/LO/002180, Name=ALLOY, Region=LO
Row 1760: URN=DCP/19/LO/002181, Name=DE BEST, Region=LO
Row 1761: URN=DCP/19/LO/002182, Name=Shedrak, Region=LO
Row 1762: URN=DCP/19/LO/002183, Name=OLUWANISOLA CEMENT, Region=LO
Row 1763: URN=DCP/19/LO/002184, Name=ADEFOLAJU CEMENT, Region=LO
Row 1764: URN=DCP/19/LO/002185, Name=FAKINLE CEMENT, Region=LO
Row 1765: URN=DCP/19/LO/002186, Name=AKINOLA  CEMENT, Region=LO
Row 1766: URN=DCP/19/LO/002187, Name=Glorious Cement, Region=LO
Row 1767: URN=DCP/19/LO/002188, Name=Best Twins cement, Region=LO
Row 1768: URN=DCP/19/LO/002189, Name=Best Twins Cement 2, Region=LO
Row 1769: URN=DCP/19/LO/002190, Name=POPOOLA OLAWALE CEMENT, Region=LO
Row 1770: URN=DCP/24/LO/001209, Name=IYA AYO (MERCIFUL GOD )CEMENT, Region=LO
Row 1771: URN=DCP/24/LO/001210, Name=IYA AJERI'S CEMENT 2, Region=LO
Row 1772: URN=DCP/24/LO/001211, Name=DE DASH CEMENT, Region=LO
Row 1773: URN=DCP/24/LO/001212, Name=LADY BEE CEMENT, Region=LO
Row 1774: URN=DCP/24/LO/001213, Name=TOLUWANI CEMENT, Region=LO
Row 1775: URN=DCP/24/LO/001214, Name=JOPHEM, Region=LO
Row 1776: URN=DCP/24/LO/001215, Name=FARMIS CEMENT VENTURE, Region=LO
Row 1777: URN=DCP/19/LO/002193, Name=TRIPPLE B CEMENT, Region=LO
Row 1778: URN=DCP/19/LO/002194, Name=MUMMY DARA, Region=LO
Row 1779: URN=DCP/19/LO/002195, Name=OLUWATOYIN, Region=LO
Row 1780: URN=DCP/19/LO/002196, Name=IYA AJERI'S CEMENT, Region=LO
Row 1781: URN=DCP/19/LO/002197, Name=IYA AYO BASE 1, Region=LO
Row 1782: URN=DCP/19/LO/002198, Name=IYA AYO BASE 2, Region=LO
Row 1783: URN=DCP/19/LO/002199, Name=SURULOGBA, Region=LO
Row 1784: URN=DCP/19/LO/002200, Name=CHAMPION, Region=LO
Row 1785: URN=DCP/19/LO/002201, Name=OLUWASEUN CEMENT & BLOCKS, Region=LO
Row 1786: URN=DCP/19/LO/002202, Name=BEST COMFORT, Region=LO
Row 1787: URN=DCP/19/LO/002211, Name=ABOSEDE CEMENT, Region=LO
Row 1788: URN=DCP/19/LO/002212, Name=ADEWUNMI, Region=LO
Row 1789: URN=DCP/19/LO/002213, Name=SHOGBADE BLOCKS AND CEMENT, Region=LO
Row 1791: URN=DCP/19/LO/002218, Name=JUZAB ENTERPRISE, Region=LO
Row 1792: URN=DCP/24/LO/001206, Name=ADIGUN CEMENT, Region=LO
Row 1793: URN=DCP/24/LO/001470, Name=JUZAB NIGERIA ENTERPRISE 2, Region=LO
Row 1794: URN=DCP/24/LO/001208, Name=JUZAB NIGERIA ENTERPRISE 3, Region=LO
Row 1795: URN=DCP/19/LO/010362, Name=POSU GOLDEN APPLE 1, Region=LO
Row 1796: URN=DCP/19/LO/010329, Name=ALPHA - OMEGA STORES, Region=LO
Row 1797: URN=DCP/19/LO/010383, Name=GIUDE ME VENTURES, Region=LO
Row 1798: URN=DCP/19/LO/010367, Name=SOWUNMI T BEST TRADING SERVICES, Region=LO
Row 1799: URN=DCP/19/LO/010361, Name=POSU GOLDEN APPLE 2, Region=LO
Row 1800: URN=DCP/19/LO/010360, Name=POSU GOLDEN APPLE 3, Region=LO
Row 1801: URN=DCP/19/LO/010370, Name=T MODEL VENTURES, Region=LO
Row 1802: URN=Dcp/23/Lo/000673, Name=SOJ ENTERPRISES 1, Region=LO
Row 1803: URN=DCP/25/LO/006133, Name=SOJ ENTERPRISES 2, Region=LO
Row 1804: URN=DCP/25/LO/003977, Name=PRIKES NIG LTD, Region=LO
Row 1805: URN=DCP/19/LO/010390, Name=AYOMIKUN BUILDING MATERIAL STORES, Region=LO
Row 1806: URN=DCP/19/LO/010333, Name=AYANDOKUN CEMENT, Region=LO
Row 1807: URN=NEW OUTLET, Name=IDOWU CEMENT, Region=LO
Row 1808: URN=DCP/19/LO/010388, Name=OLADORS CEMENT, Region=LO
Row 1809: URN=DCP/25/LO/002739, Name=MUMMY K CEMENT STORE, Region=LO
Row 1810: URN=DCP/19/LO/010345, Name=IYA ALAJE CEMENT STORE, Region=LO
Row 1811: URN=DCP/19/LO/010399, Name=AFOKUDY NIGERIA LIMITED, Region=LO
Row 1812: URN=DCP/19/LO/010336, Name=DAMBUK VENTURES 1, Region=LO
Row 1813: URN=DCP/25/LO/006129, Name=DAMBUK VENTURES 2, Region=LO
Row 1814: URN=Dcp/24/Lo/000075, Name=MAYORSLABEDY, Region=LO
Row 1815: URN=DCP/19/LO/010372, Name=YINLAND NIGERIA ENTERPRISE 1, Region=LO
Row 1816: URN=DCP/25/LO/006130, Name=AJIKE BOLANLE BOLANLE CEMENT, Region=LO
Row 1817: URN=DCP/25/LO/006131, Name=KEHINDE CEMENT, Region=LO
Row 1818: URN=DCP/25/LO/006132, Name=WALEX STONE CEMENT, Region=LO
Row 1819: URN=DCP/19/LO/010373, Name=YINLAND NIGERIA ENTERPRISE 2, Region=LO
Row 1820: URN=DCP/24/LO/002118, Name=ISE OLUWA CEMENT 1, Region=LO
Row 1821: URN=Dcp/24/Lo/000291, Name=Ise Oluwa Cement Store2, Region=LO
Row 1822: URN=Dcp/24/Lo/000292, Name=Ise Oluwa Cement Store 3, Region=LO
Row 1823: URN=DCP/24/LO/002117, Name=ABIMADEKSGLOBAL ENTERPRISES 1, Region=LO
Row 1824: URN=DCP/19/LO/010394, Name=MAGNIFICIENT VENTURES, Region=LO
Row 1825: URN=Dcp/23/Lo/000510, Name=Immaculate Blue Gold, Region=LO
Row 1833: URN=DCP/19/LO/010395, Name=FAMOULAT NIGERIA ENTERPRISE  1, Region=LO
Row 1834: URN=DCP/19/LO/010384, Name=BOOTAZ VENTURES, Region=LO
Row 1835: URN=DCP/19/LO/010403, Name=QIUZ BAM VENTURES, Region=LO
Row 1836: URN=DCP/19/LO/010339, Name=AKINROTIMI NIGERIA ENTERPRISES, Region=LO
Row 1837: URN=DCP/19/LO/010375, Name=ABBYTOP INTEGRATED SERVICES, Region=LO
Row 1838: URN=DCP/19/LO/010402, Name=ADENIYI CEMENT, Region=LO
Row 1839: URN=DCP/19/LO/010364, Name=S & S CEMENT STORE, Region=LO
Row 1840: URN=DCP/19/LO/011761, Name=AMINATU ABEKI NIG ENTERPRISES, Region=LO
Row 1841: URN=DCP/19/LO/011676, Name=ALASEYORI ENT., Region=LO
Row 1842: URN=DCP/19/LO/010385, Name=HALLELUJAH CEMENT, Region=LO
Row 1843: URN=DCP/19/LO/010387, Name=Mosdor cement store 2, Region=LO
Row 1844: URN=DCP/25/LO/003979, Name=DEBORAH CEMENT STORE, Region=LO
Row 1845: URN=DCP/25/LO/003980, Name=EZEKIEL POPOOLA, Region=LO
Row 1846: URN=DCP/25/LO/003982, Name=JOY MAYOR, Region=LO
Row 1847: URN=DCP/25/LO/003988, Name=KUELE ENTERPRISES, Region=LO
Row 1848: URN=Dcp/19/Lo/010386, Name=Mosdor cement store 1, Region=LO
Row 1849: URN=DCP/25/LO/006134, Name=ALHAJI ALLY BLOCK AND CEMENT, Region=LO
Row 1850: URN=DCP/24/LO/002189, Name=DAIRO OWOLABI ENTS, Region=LO
Row 1851: URN=DCP/24/LO/002038, Name=MR. ADISA, Region=LO
Row 1852: URN=DCP/24/LO/002039, Name=MRS OLA, Region=LO
Row 1853: URN=DCP/19/LO/010337, Name=DAMMYLAC CEMENT STORE 1, Region=LO
Row 1854: URN=DCP/19/LO/010353, Name=MRS FAGBOHUN CEMENT STORE 1, Region=LO
Row 1855: URN=Dcp/23/Lo/000660, Name=DAMMYLAC CEMENT STORE 2, Region=LO
Row 1856: URN=DCP/19/LO/010334, Name=AZEEZAT CEMENT STORE, Region=LO
Row 1857: URN=DCP/19/LO/010391, Name=OGUNWEMIMO CEMENT, Region=LO
Row 1859: URN=DCP/19/LO/010393, Name=ADEBOGUN CEMENT STORE, Region=LO
Row 1860: URN=DCP/19/LO/011752, Name=MRS FAGBOHUN CEMENT STORE 2, Region=LO
Row 1861: URN=DCP/19/LO/010406, Name=K K K VENTURES, Region=LO
Row 1862: URN=DCP/25/LO/003993, Name=AGBOOLA ENTERPRISE, Region=LO
Row 1863: URN=DCP/25/LO/003994, Name=MUMMY T, Region=LO
Row 1864: URN=DCP/25/LO/003995, Name=GOD'S MERCY CEMENT STORE, Region=LO
Row 1865: URN=DCP/25/LO/003996, Name=ISE-OLUWA VENTURES, Region=LO
Row 1867: URN=DCP/25/LO/002317, Name=OLADIMEJI O. ESTHER, Region=LO
Row 1868: URN=DCP/19/LO/010358, Name=IBRAHIM ADEKUNBI, Region=LO
Row 1869: URN=DCP/19/LO/011751, Name=OLUSHOLA ADEBISI, Region=LO
Row 1870: URN=DCP/19/LO/010379, Name=HON.ONAFESO, Region=LO
Row 1872: URN=DCP/19/LO/011677, Name=MADAM ENIOLA, Region=LO
Row 1873: URN=DCP/19/LO/010405, Name=MRS AGBEDEJOBI, Region=LO
Row 1874: URN=DCP/24/LO/002187, Name=ALHAJA KOFO JACOB, Region=LO
Row 1878: URN=DCP/19/LO/010331, Name=AYODEJI SANUSI, Region=LO
Row 1880: URN=DCP/19/LO/010340, Name=MRS OGUNFEMI, Region=LO
Row 1881: URN=DCP/19/LO/010356, Name=OGUNLOLA FEMI, Region=LO
Row 1882: URN=DCP/19/LO/010357, Name=OLUSESI SHOBIYE, Region=LO
Row 1883: URN=DCP/25/LO/002544, Name=MRS ELIZABETH SHOBAYO, Region=LO
Row 1892: URN=DCP/25/LO/002463, Name=AKANJI AYOWALE, Region=LO
Row 1893: URN=DCP/25/LO/002464, Name=SANNI AZEEZAT ADUKE, Region=LO
Row 1894: URN=DCP/25/LO/002465, Name=SABITU AFOLABI, Region=LO
Row 1895: URN=DCP/25/LO/002843, Name=OSOKO OLURANTI, Region=LO
Row 1896: URN=DCP/25/LO/002555, Name=AGIDI JAMES ENTERPRISES, Region=LO
Row 1897: URN=DCP/25/LO/002552, Name=HABYINK GLOBAL LINKS, Region=LO
Row 1898: URN=DCP/25/LO/002553, Name=SOMOYE BLOCK IND, Region=LO
Row 1899: URN=DCP/25/LO/002466, Name=MR TOSIN OBASSA, Region=LO
Row 1904: URN=DCP/19/LO/000525, Name=MRS ADESUNLOYE, Region=LO
Row 1905: URN=DCP/24/LO/001078, Name=MR TAOFEEQ AKANBI, Region=LO
Row 1906: URN=DCP/24/LO/001070, Name=MRS ZAINAB OLOYEDE, Region=LO
Row 1909: URN=DCP/19/LO/009319, Name=ORE OFE BLOCK IND., Region=LO
Row 1910: URN=DCP/19/LO/009234, Name=ABI ORO CEMENT, Region=LO
Row 1911: URN=DCP/19/LO/009237, Name=AMUSU CEMENT STORE, Region=LO
Row 1912: URN=DCP/19/LO/009313, Name=ABIMBOLA CEMENT, Region=LO
Row 1913: URN=DCP/19/LO/009290, Name=ANU OLUWA, Region=LO
Row 1915: URN=DCP/19/LO/009316, Name=J. KAYUS VENTURE, Region=LO
Row 1916: URN=DCP/19/LO/009276, Name=MAOVAS, Region=LO
Row 1917: URN=DCP/19/LO/009325, Name=WALEX BLOCK, Region=LO
Row 1918: URN=DCP/25/LO/003997, Name=PASTOR TAIWO CEMENT STORE, Region=LO
Row 1919: URN=DCP/19/LO/003998, Name=VECSAT, Region=LO
Row 1920: URN=DCP/19/LO/002458, Name=ORE OFE IND, Region=LO
Row 1921: URN=DCP/19/LO/003999, Name=HASIBIYALLAHU, Region=LO
Row 1922: URN=DCP/19/LO/009270, Name=EYITOPE CEMENT STORE, Region=LO
Row 1923: URN=DCP/25/LO/004015, Name=ALUBARIKA VENTURES, Region=LO
Row 1925: URN=DCP/19/LO/009317, Name=SHOPE JOLA VENTURES, Region=LO
Row 1926: URN=DCP/23/LO/000611, Name=LUNA BLOCKS, Region=LO
Row 1927: URN=DCP/23/LO/000612, Name=YOMCA GLOBAL LTD, Region=LO
Row 1928: URN=DCP/23/LO/000613, Name=ADESHYNA GLOBAL, Region=LO
Row 1929: URN=DCP/23/LO/000614, Name=OPEYEMI GLOBAL, Region=LO
Row 1930: URN=DCP/23/LO/000616, Name=VICTORIA CEMENT, Region=LO
Row 1931: URN=DCP/24/LO/000455, Name=GOD'S AMBASSADOR CEMENT, Region=LO
Row 1932: URN=DCP/24/LO/000456, Name=GOD'S AMBASSADOR CEMENT 2, Region=LO
Row 1933: URN=DCP/24/LO/000538, Name=KEEMOFATOS GLOBAL VENTURES, Region=LO
Row 1934: URN=DCP/24/LO/000539, Name=BABACOCO ADEBAYO, Region=LO
Row 1935: URN=DCP/24/LO/000540, Name=GBENGA CEMENT, Region=LO
Row 1936: URN=DCP/19/LO/009231, Name=MODSOD GLOBAL LTD, Region=LO
Row 1937: URN=DCP/19/LO/004000, Name=EBELOMO CEMENT, Region=LO
Row 1938: URN=DCP/19/LO/009233, Name=ENIAFE OYEBISI, Region=LO
Row 1939: URN=DCP/19/LO/009235, Name=USMAT VENTURES, Region=LO
Row 1940: URN=DCP/19/LO/009236, Name=IYANU OLUWA 2 ENT, Region=LO
Row 1941: URN=DCP/19/LO/009261, Name=HIGH CLASS CEMENT&CON, Region=LO
Row 1942: URN=DCP/19/LO/009253, Name=IYA AYEWA VENTURE, Region=LO
Row 1943: URN=DCP/19/LO/009299, Name=AL-AMIN VENTURE, Region=LO
Row 1944: URN=DCP/19/LO/009258, Name=OLORI CEMENT STORE, Region=LO
Row 1945: URN=DCP/25/LO/004001, Name=TWINSFAJA, Region=LO
Row 1946: URN=DCP/19/LO/009263, Name=GERMAN, Region=LO
Row 1947: URN=DCP/19/LO/004002, Name=ELEWA CEMENT STORE, Region=LO
Row 1948: URN=DCP/25/LO/004003, Name=HAMMED RAHMAN AJAO, Region=LO
Row 1949: URN=DCP/25/LO/004004, Name=A1 BUILDER TOWN, Region=LO
Row 1950: URN=DCP/19/LO/009271, Name=MARIAM ADEAGBO, Region=LO
Row 1951: URN=DCP/19/LO/004020, Name=MRS TEJUMADE, Region=LO
Row 1952: URN=DCP/25/LO/004021, Name=MORNING TIME VENTURES, Region=LO
Row 1953: URN=DCP/25/LO/004022, Name=WABILLAHI TAOFIK CEMENT, Region=LO
Row 1954: URN=DCP/25/LO/004036, Name=ABDULGAFAR NIG LTD, Region=LO
Row 1955: URN=DCP/19/LO/004037, Name=TRIPPLE A, Region=LO
Row 1956: URN=DCP/19/LO/004029, Name=ADEWAK VENTURES, Region=LO
Row 1957: URN=DCP/19/LO/004030, Name=MRS RAFEAL CEMENT, Region=LO
Row 1958: URN=DCP/19/LO/009241, Name=OLOYE BLOCK IND, Region=LO
Row 1959: URN=DCP/19/LO/009242, Name=OLAFEM, Region=LO
Row 1960: URN=DCP/19/LO/009243, Name=OBAMORO BLOCK IND, Region=LO
Row 1961: URN=DCP/19/LO/009255, Name=IYA MICHEAL, Region=LO
Row 1962: URN=DCP/19/LO/009292, Name=EMILY PEACE, Region=LO
Row 1963: URN=DCP/19/LO/009267, Name=FOLASHADE BAKARE, Region=LO
Row 1964: URN=DCP/19/LO/009272, Name=ADEROJU SUNDAY, Region=LO
Row 1965: URN=DCP/19/LO/009273, Name=MRS MULERO OLASUNBO, Region=LO
Row 1967: URN=DCP/19/LO/009260, Name=OLADIMEJI RAFIU, Region=LO
Row 1968: URN=DCP/19/LO/004005, Name=JIMMY AZEEZ, Region=LO
Row 1969: URN=DCP/19/LO/009308, Name=DE BAYUS, Region=LO
Row 1971: URN=DCP/19/LO/004745, Name=GOLDEN SWAD LTD, Region=LO
Row 1972: URN=DCP/19/LO/004007, Name=TOP FAITH VENTURES, Region=LO
Row 1973: URN=DCP/19/LO/004026, Name=MUKAM GLORY VENTURES, Region=LO
Row 1975: URN=DCP/19/LO/004038, Name=TISMARK VENTURES, Region=LO
Row 1976: URN=DCP/19/LO/004039, Name=MODSOD VENTURES, Region=LO
Row 1977: URN=DCP/23/LO/000632, Name=APESIN CEMENT, Region=LO
Row 1978: URN=DCP/23/LO/000633, Name=THOMAS CEMENT, Region=LO
Row 1979: URN=DCP/19/LO/004025, Name=USMAN CEMENT, Region=LO
Row 1980: URN=DCP/19/LO/009246, Name=FUNMILAYO BAMIDELE, Region=LO
Row 1981: URN=DCP/19/LO/009244, Name=SAMISE VENTURE, Region=LO
Row 1982: URN=DCP/19/LO/009248, Name=HUSSAIN FUNMILAYO, Region=LO
Row 1983: URN=DCP/19/LO/009285, Name=MAMA GLOBAL CEMENT, Region=LO
Row 1984: URN=DCP/19/LO/009296, Name=AWE SOLOMON, Region=LO
Row 1986: URN=DCP/19/LO/009239, Name=GOOD DEAL ENT, Region=LO
Row 1988: URN=DCP/19/LO/009252, Name=IYA LOLA CEMENT, Region=LO
Row 1989: URN=DCP/19/LO/009320, Name=POLAND NIGERIA ENTERPRISES, Region=LO
Row 1990: URN=DCP/19/LO/009321, Name=BABA IBO CEMENT VENTURE, Region=LO
Row 1991: URN=DCP/19/LO/009322, Name=WALE CEMENT VENTURE, Region=LO
Row 1992: URN=DCP/19/LO/009323, Name=MONI BLOCKS INDUSTRY, Region=LO
Row 1993: URN=DCP/19/LO/009324, Name=MAMA OYINDA CEMENT, Region=LO
Row 1994: URN=DCP/19/LO/009326, Name=YIMSOH ENT NIG, Region=LO
Row 1995: URN=DCP/19/LO/009327, Name=WONDER PLACE GLOBAL, Region=LO
Row 1997: URN=DCP/23/LO/000434, Name=JOSSID NIG.LTD, Region=LO
Row 1998: URN=DCP/23/LO/000609, Name=HERITAGE VENTURES, Region=LO
Row 1999: URN=DCP/23/LO/000610, Name=ZIG HEIGHT, Region=LO
Row 2000: URN=DCP/23/LO/000629, Name=ABIODUN AJAO CEMENT, Region=LO
Row 2001: URN=DCP/23/LO/000630, Name=ITODO&ARURO ENT, Region=LO
Row 2002: URN=DCP/23/LO/000631, Name=ALFA AJEGUNLE, Region=LO
Row 2004: URN=DCP/19/LO/009330, Name=AYO NIG ENT, Region=LO
Row 2006: URN=DCP/25/LO/004011, Name=IYA OKIKI CEMENT, Region=LO
Row 2007: URN=DCP/25/LO/004012, Name=OLALAIDE CEMEN, Region=LO
Row 2008: URN=DCP/25/LO/004013, Name=AJIBORISHA CEMENT STORE, Region=LO
Row 2009: URN=DCP/19/LO/004014, Name=ESTEEM ENT, Region=LO
Row 2010: URN=DCP/19/LO/004015, Name=KEHINDE HAMMED, Region=LO
Row 2011: URN=DCP/25/LO/004016, Name=JOSEPH AJIBADE, Region=LO
Row 2012: URN=DCP/19/LO/009289, Name=AKINYELE TAIWO, Region=LO
Row 2014: URN=DCP/19/LO/004018, Name=ORE OFE, Region=LO
Row 2015: URN=DCP/19/LO/009331, Name=ADAM OGUNDELE, Region=LO
Row 2016: URN=DCP/19/LO/009329, Name=REMISON VENTURES, Region=LO
Row 2017: URN=DCP/19/LO/009318, Name=IYA ODUN CEMENT STORE, Region=LO
Row 2019: URN=DCP/25/LO/004035, Name=HADEEFAT VENTURES, Region=LO
Row 2021: URN=DCP/19/LO/004024, Name=AMBIBOLA BABALOLA, Region=LO
Row 2022: URN=DCP/19/LO/004023, Name=OZO CONCEPT NIG LTD, Region=LO
Row 2023: URN=DCP/23/LO/000218, Name=WASAN BUILDING MATERIALS, Region=LO
Row 2024: URN=DCP/23/LO/000276, Name=ANUOLUWAPO CEMENT, Region=LO
Row 2025: URN=DCP/23/LO/000360, Name=ADEOLA ENT., Region=LO
Row 2026: URN=DCP/23/LO/000362, Name=MUTAIRU CEMENT, Region=LO
Row 2027: URN=DCP/25/LO/005710, Name=AKWUWA ENTERPRISE, Region=LO
Row 2028: URN=DCP/23/LO/0002752, Name=AD CEMENT, Region=LO
Row 2029: URN=nan, Name=nan, Region=nan
